SuperBuiltUp Area,Area,Carpet Area,Price,FloorNumber,Parking,Furnishing,Location,Flooring,Bathrooms,Bedrooms,Balconies,Property
990,,729,75,5,1,Semifurnished,Wayle Nagar,,2,2,0,Residential Apartment
1335,,,500,11,2,,Hiranandani Gardens - Powai,Marble,3,3,0,Residential Apartment
590,450,390,24.25,1,1,Furnished,Nalasopara (West),Vitrified,1,1,2,Residential Apartment
525,,,36.5,1,1,,Kamothe,Vitrified,1,1,1,Residential Apartment
650,565,455,95.21,1,2,Furnished,Kandivali (West),Ceramic,2,1,0,Residential Apartment
1470,,,145,6,1,,Sector 20 Kharghar,,3,3,0,Residential Apartment
,550,490,14,1,,Unfurnished,thakurli,,1,1,1,Residential Apartment
850,,660,350,5,1,Semifurnished,Prabhadevi,Vitrified,2,2,1,Residential Apartment
841,,567,27.93,3,1,Unfurnished,Badlapur,Vitrified,2,2,0,Residential Apartment
650,600,,51,5,1,Unfurnished,Ulwe,Vitrified,1,1,2,Residential Apartment
550,,360,21,5,2,,Morya Nagar,Marble,1,1,2,Residential Apartment
650,,,35,7,,Unfurnished,Sector-14 Taloja,,1,1,0,Residential Apartment
841,732,586,120,2,,Semifurnished,Borivali (West),Vinyl,1,2,0,Residential Apartment
585,,430,90,7,1,,Gokuldham,,2,1,0,Residential Apartment
1340,,,195,18,1,,Yashwant Nagar,Vitrified,3,3,3,Residential Apartment
,700,495,22,7,10,Unfurnished,Katrap,Vitrified,1,1,3,Residential Apartment
,705,500,55,6,1,Unfurnished,Sector 16 Kamothe,,1,1,2,Residential Apartment
3700,,,1300,16,3,Semifurnished,Shastri Nagar,,4,4,0,Residential Apartment
825,,,45,13,1,,Kalyan (West),,2,2,2,Residential Apartment
580,,426,26.96,1,2,Semifurnished,Nalasopara (West),Marble,1,1,2,Residential Apartment
902,850,702,40,7,,,Badlapur,,2,2,1,Residential Apartment
980,800,650,61,9,1,Unfurnished,Mira Bhayandar,Vitrified,2,2,3,Residential Apartment
500,,,15.5,,1,,Virar East,,1,1,0,Residential Apartment
2124,,1311,480,31,2,Semifurnished,Wadala,Marble,3,3,3,Residential Apartment
2110,2000,1320,450,18,2,Unfurnished,Vikhroli (East),Vitrified,3,3,1,Residential Apartment
505,,,17.68,1,1,Unfurnished,Badlapur (East),,1,1,0,Residential Apartment
1100,,,64,2,1,Unfurnished,Sector 36 Kharghar,Vitrified,2,2,2,Residential Apartment
1203,1202,843,71,21,1,Semifurnished,Kalyan (West),Vitrified,2,2,2,Residential Apartment
,350,,8.5,1,1,Unfurnished,Bhivpuri,,1,1,0,Other
,650,,8.5,5,,,Mumbra,,1,1,,Residential Apartment
584,,,24.4,4,1,Semifurnished,Morya Nagar,Vitrified,2,1,3,Residential Apartment
810,700,600,85,6,1,Unfurnished,Sector 20 Kharghar,Ceramic,2,2,2,Residential Apartment
1760,,1262,615,1,2,,Shastri Nagar,,3,3,3,Residential Apartment
1200,912,760,290,40,1,Unfurnished,Mahalaxmi,Marble,2,2,0,Residential Apartment
585,,385,23.5,2,2,Semifurnished,Morya Nagar,Marble,1,1,2,Residential Apartment
,800,600,180,5,1,,Sion (West),,2,2,2,Residential Apartment
,,750,140,3,3,,Chikuwadi,Spartex,2,2,0,Residential Apartment
1350,1205,910,115,3,2,,kavesar,Vitrified,3,3,1,Residential Apartment
,2700,1715,315,10,2,Unfurnished,Manpada,Vitrified,4,4,3,Residential Apartment
570,,,45,1,,,Shivai Nagar,,1,1,0,Residential Apartment
,650,420,75,,1,,Sector 8 Airoli,Vitrified,1,1,0,Residential Apartment
1040,,675,40,3,2,Semifurnished,Morya Nagar,Marble,2,3,3,Residential Apartment
824,,554,89,8,1,Semifurnished,Balkum,Marble,2,2,2,Residential Apartment
,1010,,86,4,1,Unfurnished,Sector 36 Kharghar,,2,2,2,Residential Apartment
555,,,25,2,,,Kalyan (East),,1,1,0,Residential Apartment
685,550,450,42,4,1,Unfurnished,Sector 17 Ulwe,Vitrified,1,1,3,Residential Apartment
585,,,35,6,,Furnished,Gokul Township,Spartex,1,1,1,Residential Apartment
7785,,,2300,40,4,,Worli,,7,5,3,Residential Apartment
700,,,49,6,1,Unfurnished,Ulwe,Vitrified,1,1,2,Residential Apartment
1185,1000,850,77.5,9,2,Unfurnished,Mira Bhayandar,Vitrified,3,3,3,Residential Apartment
,,613,74,1,1,Unfurnished,Anjurdive,Vitrified,2,2,1,Residential Apartment
690,689,430,45,12,1,Unfurnished,Taloja Panchanand,Vitrified,1,1,1,Residential Apartment
1260,1250,789,128,13,1,Semifurnished,Majiwada,Wood,2,2,1,Residential Apartment
,,500,135,3,1,Unfurnished,Mulund (West),Vitrified,2,2,2,Residential Apartment
,,486,56,1,1,Unfurnished,Anjurdive,Vitrified,1,1,1,Residential Apartment
,,432,31.9,4,1,Unfurnished,Bhiwandi,,1,1,0,Residential Apartment
450,430,375,55,2,1,,Yari Road,,1,1,0,Residential Apartment
,360,,36,1,2,,Kalwa,Vitrified,1,1,0,Residential Apartment
545,,,22,,1,Unfurnished,Dombivli (East),Vitrified,1,1,0,Residential Apartment
640,,,44,7,,Unfurnished,Sector 17 Ulwe,Vitrified,1,1,2,Residential Apartment
,612,460,75,2,1,Furnished,Dhokali,Vitrified,1,1,1,Residential Apartment
1010,,750,95,11,1,,Sector 18 Kamothe,Ceramic,2,2,2,Residential Apartment
1980,1880,1200,649,40,1,Semifurnished,Lower Parel,Vitrified,3,3,3,Residential Apartment
600,508,450,115,2,1,Semifurnished,Chheda Nagar,Vitrified,1,1,0,Residential Apartment
636,,,25.25,1,,Unfurnished,Panvel,,1,1,1,Residential Apartment
1400,1300,970,285,7,1,Semifurnished,Jogeshwari (East),Vitrified,2,3,0,Residential Apartment
,,441,15.75,2,6,,Neral,,1,1,3,Residential Apartment
,,3000,1900,3,2,Unfurnished,Vile Parle (West),,4,4,0,Residential Apartment
630,,,45,7,1,Unfurnished,Sector-17 Kamothe,Vitrified,1,1,3,Residential Apartment
,,1611,750,13,1,Semifurnished,Dadar (East),Vitrified,3,3,3,Residential Apartment
,1100,,450,7,1,Semifurnished,Chamundeshwari Nagar,Marble,2,2,1,Residential Apartment
,,,20,2,2,Furnished,Shahpur,,1,2,1,Independent House/Villa
,,668,48.35,5,1,Unfurnished,Bhiwandi,,2,2,0,Residential Apartment
2500,2000,1650,900,8,2,Unfurnished,Waterfield Road,Vitrified,4,4,2,Residential Apartment
1040,,,75,9,1,Unfurnished,Sector-34B Kharghar,Vitrified,2,2,3,Residential Apartment
990,975,707,80,12,1,Unfurnished,Owale,Vitrified,2,2,1,Residential Apartment
1045,,,85,6,1,Unfurnished,Sector 20 Kamothe,Vitrified,2,2,3,Residential Apartment
1458,1450,,140,4,1,Unfurnished,Sector-27 Kharghar,,3,3,2,Residential Apartment
560,,424,95,6,,Unfurnished,Borivali (West),Marble,2,1,0,Residential Apartment
950,,49.79,41.5,2,,Unfurnished,Panvel,,2,2,3,Residential Apartment
890,750,580,43.5,2,1,Semifurnished,Sriprastha,Ceramic,2,2,2,Residential Apartment
800,,,56,3,,Unfurnished,Sector-4 New Panvel,Ceramic,1,2,0,Residential Apartment
890,750,600,70,6,1,Unfurnished,Sector-13 Kharghar,Ceramic,2,2,2,Residential Apartment
1380,,69.76,56,2,1,Unfurnished,Panvel,,3,3,3,Residential Apartment
665,,,56,2,1,Unfurnished,Sector-25 Khandeshhwar,Vitrified,1,1,2,Residential Apartment
1820,1577,1325,400,4,2,Semifurnished,Goregaon (East),Marble,3,3,2,Residential Apartment
900,,,46,4,2,Unfurnished,Ambernath East,Vitrified,2,2,3,Residential Apartment
774,770,540,46,4,1,Semifurnished,Dombivli (East),Vitrified,2,2,1,Residential Apartment
,723,,48.5,6,1,Unfurnished,Shilphata,,2,2,0,Residential Apartment
990,,,41.58,7,1,Unfurnished,Shirgaon,Vitrified,2,2,2,Residential Apartment
1344,,69.76,52,3,1,Unfurnished,Panvel,Vitrified,3,3,3,Residential Apartment
,600,,35,8,1,Unfurnished,Shilphata,,2,1,0,Residential Apartment
1251,,,120,10,1,Unfurnished,Sector 15 Kharghar,Vitrified,2,2,2,Residential Apartment
570,450,390,24.51,2,1,Semifurnished,Morya Nagar,,1,1,2,Residential Apartment
1300,1200,850,270,12,1,Semifurnished,Ghatkopar West,Vitrified,2,2,3,Residential Apartment
1315,,1050,295,10,1,Semifurnished,Wadala,Marble,3,3,1,Residential Apartment
1150,,750,210,16,1,,dspace,Vitrified,2,2,3,Residential Apartment
1205,,860,76,24,1,Unfurnished,Panvel,Vitrified,2,2,2,Residential Apartment
960,950,750,322,26,1,Furnished,Hiranandani Gardens - Powai,Marble,2,2,0,Residential Apartment
1450,1440,1250,585,27,2,Semifurnished,Hiranandani Gardens - Powai,Marble,3,3,0,Residential Apartment
575,,425,95,6,1,Unfurnished,Borivali (West),Marble,2,2,0,Residential Apartment
1120,,,112,4,1,Furnished,Sector-35D Kharghar,Vitrified,2,2,3,Residential Apartment
,616,,38.5,15,1,Unfurnished,Shilphata,,1,1,0,Residential Apartment
1880,1504,1223,290,12,1,Furnished,Sector-6 Kharghar,Vitrified,4,4,3,Residential Apartment
1010,,,75.75,10,1,,Mira Road East,,2,2,3,Residential Apartment
597,,480,70,2,4,Furnished,Airoli,Vitrified,1,1,0,Residential Apartment
1400,,840,192,20,1,,Malad (East),,2,2,1,Residential Apartment
,1800,1250,580,5,1,,Chandrabai Nagar,,4,4,1,Residential Apartment
1284,1156,835,123,4,1,Unfurnished,Kharghar,Vitrified,2,2,3,Residential Apartment
580,460,383,22.5,2,18,Unfurnished,Khanda,Vitrified,1,1,2,Residential Apartment
590,,,52.5,3,1,Semifurnished,Balkum Pada,,1,1,1,Residential Apartment
1035,900,,70,4,1,Unfurnished,Sector 20 Ulwe,Vitrified,2,2,3,Residential Apartment
650,,,60,5,2,Unfurnished,Sector-25 Khandeshhwar,Vitrified,1,1,2,Residential Apartment
1775,1700,1075,419,23,1,Semifurnished,Parel,Vitrified,2,3,1,Residential Apartment
,1650,1033,142,4,1,Unfurnished,Ghodbunder Road,Vitrified,3,3,3,Residential Apartment
,2400,1400,800,7,2,Semifurnished,Juhu,Marble,3,3,2,Residential Apartment
,1085,,95,9,1,Unfurnished,Sector-25 Khandeshhwar,Vitrified,2,2,2,Residential Apartment
1536,,1100,102,5,1,Unfurnished,Sector-18 Ulwe,Vitrified,3,3,3,Residential Apartment
,864,632,61,3,1,Unfurnished,Dombivli (East),Wood,2,2,0,Residential Apartment
,,638,225,28,1,Unfurnished,Wadala,Vitrified,2,2,3,Residential Apartment
625,,,50,5,1,Unfurnished,Sector 14 Belapur,,1,1,0,Residential Apartment
605,600,380,24,5,2,Unfurnished,Dronagiri,Vitrified,1,1,3,Residential Apartment
,210,,18,2,,Unfurnished,kurla (west),,1,1,0,Independent/Builder Floor
530,,,45,4,1,,Chikan Ghar,,2,2,0,Residential Apartment
1120,,,85,4,1,,Gandhar Nagar,Cement,2,2,0,Residential Apartment
730,,,48,2,,Unfurnished,Sector 21 Kamothe,Vitrified,1,1,3,Residential Apartment
3360,,,700,25,3,Unfurnished,Powai,Vitrified,5,4,3,Residential Apartment
1000,950,650,85,3,,Unfurnished,Sector-8 Kharghar,Vitrified,2,2,3,Residential Apartment
565,,,58,7,1,,kavesar,Spartex,1,1,0,Residential Apartment
,580,,85,5,1,,Rahul Nagar,Mosaic,2,1,0,Residential Apartment
,2200,2000,100,,,Furnished,Neral,,3,3,2,Farm House
630,,410,27.5,3,2,Semifurnished,Morya Nagar,Marble,1,1,2,Residential Apartment
7000,,,700,7,3,Unfurnished,Sector 15 Belapur,Vitrified,5,5,3,Residential Apartment
600,,,48,1,1,,Takka Colony,,1,1,2,Residential Apartment
385,,,45,2,,Semifurnished,Sector-5 Sanpada,Vitrified,1,1,0,Residential Apartment
1200,1150,720,180,10,1,Unfurnished,Chembur,Vitrified,2,2,1,Residential Apartment
950,850,725,85,6,1,Furnished,Thane West,Vitrified,2,2,1,Residential Apartment
,722,,105,6,,Semifurnished,Thane West,Vitrified,1,2,1,Residential Apartment
590,490,390,30,1,1,Semifurnished,Nalasopara (West),Vitrified,1,1,2,Residential Apartment
550,500,,31,4,5,Semifurnished,Adharwadi,,1,1,0,Residential Apartment
1570,,,210,11,2,Furnished,Majiwada,Vitrified,3,3,1,Residential Apartment
438,,350,69,2,1,,Kondivita,,1,1,0,Residential Apartment
,,970,300,18,1,Unfurnished,Wadala,Vitrified,2,2,3,Residential Apartment
1025,950,720,66,1,5,Semifurnished,thakurli,Vitrified,2,2,2,Residential Apartment
715,,,52,8,1,Unfurnished,Ulwe,Vitrified,1,1,2,Residential Apartment
,,550,400,8,1,,Walkeshwar,Marble,1,1,0,Residential Apartment
515,450,380,28,3,2,Semifurnished,Nalasopara (West),Vitrified,1,1,2,Residential Apartment
650,,438,22.98,8,1,Semifurnished,Virar West,Vitrified,2,1,3,Residential Apartment
1200,,725,78,5,1,Unfurnished,Sector-18 Ulwe,Vitrified,2,2,3,Residential Apartment
1250,,830,195,12,1,Furnished,Kandivali (East),Vitrified,2,2,1,Residential Apartment
,1070,,43,6,1,,Badlapur (West),,2,2,2,Residential Apartment
600,,,42,2,1,,Sector 21 Kamothe,Vitrified,1,1,3,Residential Apartment
774,,584,46,6,1,Unfurnished,Dombivli (East),Ceramic,2,2,1,Residential Apartment
3000,,,550,13,2,Furnished,Sector-6 Nerul,,4,4,0,Residential Apartment
5200,,,1900,20,2,,Hiranandani Gardens - Powai,,6,5,3,Residential Apartment
1180,1100,630,250,7,1,,Andheri (East),Wood,2,2,0,Residential Apartment
1035,,,45,5,,,Taloja Panchanand,,2,2,3,Residential Apartment
415,,,25,1,1,,Kalyan (West),Cement,1,1,0,Residential Apartment
690,,,50,6,1,,Mira Road East,,2,1,2,Residential Apartment
,,690,82,3,1,Semifurnished,Kalwa,Vitrified,1,1,0,Residential Apartment
630,600,470,87,4,,,Orlem,Vitrified,2,1,0,Residential Apartment
,3200,,3300,15,1,Furnished,Cuffe Parade,,4,4,0,Residential Apartment
750,700,600,28,2,2,Semifurnished,Katrap,Ceramic,1,2,1,Residential Apartment
1620,,1090,355,12,1,Unfurnished,Wadala,Marble,2,3,3,Residential Apartment
900,800,550,113,,1,,Marol,Marble,1,2,0,Residential Apartment
1040,,740,40,6,1,Unfurnished,Ambernath,Vitrified,2,2,3,Residential Apartment
1498,1398,1098,146,9,1,Unfurnished,Sector 20 Kharghar,Vitrified,3,3,3,Residential Apartment
1285,1283,756,475,11,2,Furnished,gdon,Marble,2,2,3,Residential Apartment
1050,,,62,5,1,Unfurnished,Sector 20 Kamothe,Vitrified,2,2,3,Residential Apartment
650,,438,23,15,1,Semifurnished,Virar West,Vitrified,2,1,3,Residential Apartment
,,550,37,4,,,Budhaji Nagar,Spartex,1,1,0,Residential Apartment
660,,,50,1,1,,Kamothe,Vitrified,1,1,3,Residential Apartment
,350,,14,3,,Unfurnished,Virar East,,1,1,,Other
,,620,170,1,2,,Chembur,,1,1,0,Residential Apartment
390,,,25,3,,,thakurli,,1,1,0,Residential Apartment
,535,,45,1,1,,Dombivli (East),Vitrified,1,1,1,Residential Apartment
675,,,93.8,4,1,Semifurnished,Thane West,Vitrified,1,1,2,Residential Apartment
625,,,41,4,1,,Kamothe,Vitrified,1,1,3,Residential Apartment
980,850,,166,5,1,Semifurnished,Powai,Vitrified,2,2,2,Residential Apartment
,7500,5200,,2,3,Semifurnished,Andheri (West),Wood,4,4,2,Independent House/Villa
1362,,851,230,33,2,,Kandivali (West),,2,2,0,Residential Apartment
,,1329.78,775,12,1,Unfurnished,Khar West,Marble,3,3,2,Residential Apartment
1100,,825,45.7,3,1,Furnished,ayak Nagar,Marble,2,2,1,Residential Apartment
1110,,,90,4,1,Unfurnished,Kharghar,Vitrified,2,2,2,Residential Apartment
,1500,1100,170,6,1,,Charkop,IPSFinish,3,3,3,Residential Apartment
330,325,320,25.5,2,,Unfurnished,Syndicate,Others,1,1,0,Residential Apartment
,1150,750,200,8,1,,Borivali (West),,2,2,0,Residential Apartment
1150,,,232,9,1,Unfurnished,Sector 14 Vashi,Vitrified,2,2,3,Residential Apartment
,625,,58,3,1,Unfurnished,Sector-34B Kharghar,,1,1,2,Residential Apartment
737,,485,28.4,6,1,,Badlapur (East),Vitrified,1,1,1,Residential Apartment
,835,,52.5,8,1,Unfurnished,Shilphata,Vitrified,2,2,0,Residential Apartment
1041,950,653,146,8,1,Semifurnished,Andheri (East),Marble,2,2,0,Residential Apartment
850,,500,50,8,1,Unfurnished,Virar West,,2,2,1,Residential Apartment
1350,1100,839,222,10,1,,Marol,Ceramic,2,2,1,Residential Apartment
660,,,75,1,1,Unfurnished,Gaothan,Vitrified,1,1,1,Residential Apartment
,,668,110,20,1,Unfurnished,Thane West,Vitrified,2,2,1,Residential Apartment
825,750,505,105,19,1,Unfurnished,Marol,,2,1,0,Residential Apartment
,,529,88,24,1,Unfurnished,Thane West,Vitrified,2,2,1,Residential Apartment
1075,,747,37.63,2,1,Unfurnished,Badlapur,Vitrified,2,3,0,Residential Apartment
1798,,1124,405,21,1,Unfurnished,Goregaon (East),,3,3,1,Residential Apartment
1115,,,64,6,1,Unfurnished,Sector 22 Kamothe,Vitrified,2,2,2,Residential Apartment
,,513,165,21,1,Unfurnished,Wadala,Vitrified,1,1,2,Residential Apartment
658,,,110,7,1,Unfurnished,Anand Nagar,Vitrified,2,2,1,Residential Apartment
1100,,,66,11,1,Unfurnished,Roadpali,Vitrified,2,2,3,Residential Apartment
500,,,25,,1,Semifurnished,Chakradhar Nagar,Vitrified,1,1,1,Residential Apartment
990,850,700,85,6,1,Unfurnished,Sector-37 Taloja,Ceramic,2,2,3,Residential Apartment
550,,,40.01,1,,Unfurnished,agar,,1,1,1,Residential Apartment
,625,500,85,4,1,Furnished,Manpada,Vitrified,2,2,0,Residential Apartment
539,,,58,3,,Semifurnished,Ghodbunder Road,Vitrified,1,1,0,Residential Apartment
,615,,40.5,5,1,,Sector 30 Kharghar,Vitrified,1,1,3,Residential Apartment
1325,,,125,17,1,Unfurnished,Sector 34C Kharghar,,2,2,3,Residential Apartment
1800,1771,1121,675,15,2,Semifurnished,Lower Parel,Marble,3,3,2,Residential Apartment
,480,,13.5,1,,,Vasai Road,,1,1,0,Independent/Builder Floor
5400,,3707,1500,34,1,Unfurnished,Goregaon (East),,4,4,3,Residential Apartment
1000,850,700,100,2,1,,Manpada,Vitrified,2,2,1,Residential Apartment
1540,,,142,6,1,Unfurnished,Kharghar,Vitrified,2,3,2,Residential Apartment
380,300,280,26,2,1,Unfurnished,Karanjade,Vitrified,1,1,1,Other
1385,,,120,6,1,Unfurnished,Sector 10 Kharghar,Vitrified,2,2,2,Residential Apartment
660,,,29.63,1,1,Unfurnished,Shirgaon,,2,1,1,Residential Apartment
577,,,33,1,1,,Kalyan (West),Vitrified,1,1,1,Residential Apartment
,312,220,46,1,,,Sector 8 Airoli,Vitrified,1,1,0,Residential Apartment
650,,,30.5,4,,Unfurnished,Panvel,,1,1,1,Residential Apartment
,883,609,95.5,14,1,Unfurnished,Ghodbunder Road,Vitrified,2,2,3,Residential Apartment
1666,,1099,289,17,2,Unfurnished,Chandivali,Marble,2,3,2,Residential Apartment
1050,,,85,3,1,Unfurnished,Seawoods,Vitrified,2,2,3,Residential Apartment
682,,450,92,17,1,Semifurnished,Kurar Village,Vitrified,2,1,0,Residential Apartment
,460,,16,1,,,Ambernath East,Spartex,1,1,1,Residential Apartment
650,,381,40,6,1,Unfurnished,Virar West,,2,1,1,Residential Apartment
655,550,435,50,8,2,Unfurnished,Mira Road,Vitrified,2,1,3,Residential Apartment
,,518,96,25,1,,Kolshet Road,,2,2,0,Residential Apartment
780,,,160,11,1,Semifurnished,d Nagar,,1,1,0,Residential Apartment
,910,680,110,2,1,Furnished,Patlipada,,2,2,3,Residential Apartment
1680,,,130,6,1,Unfurnished,Sector 5 Ulwe,Vitrified,3,3,3,Residential Apartment
978,,795,385,2,1,Unfurnished,Bandra Kurla Complex,Vitrified,2,2,2,Residential Apartment
800,710,,50,5,,,Virar,,2,2,2,Residential Apartment
1250,,850,205,2,1,Furnished,Thakur Village,Vitrified,2,2,1,Residential Apartment
1300,1100,1000,135,7,1,Unfurnished,Sector 12 Kharghar,Vitrified,3,3,3,Residential Apartment
,,708,92,1,1,Unfurnished,Ghodbunder Road,Vitrified,2,2,2,Residential Apartment
810,750,696,75,5,,Furnished,Mira Road East,Vitrified,2,2,0,Residential Apartment
2460,,1586,740,12,2,,Kala Nagar,,3,3,1,Residential Apartment
,350,290,87.51,2,,,Jogeshwari (East),Marble,1,1,0,Independent House/Villa
620,,,30,7,,Unfurnished,Virar West,Vitrified,2,1,0,Residential Apartment
1207,,730,155,4,1,Unfurnished,Jankalyan Nagar,,2,2,1,Residential Apartment
1200,920,840,135,5,,Semifurnished,Malad (West),Mosaic,2,2,0,Residential Apartment
1377,1300,950,298,21,1,Semifurnished,Wadala,Vitrified,2,2,1,Residential Apartment
1120,,,107,6,1,Unfurnished,Sector-35D Kharghar,,2,2,3,Residential Apartment
550,,,29,6,1,,Kalyan (West),Cement,1,1,0,Residential Apartment
575,,,36,3,1,Unfurnished,Kalyan (West),Cement,1,1,0,Residential Apartment
1015,950,610,155,6,1,Unfurnished,Gokuldham,Vitrified,2,2,0,Residential Apartment
,,4300,2730,12,4,Unfurnished,Juhu Scheme,,6,5,3,Residential Apartment
1093,,,70,2,1,Semifurnished,Kalyan (West),,2,2,0,Residential Apartment
540,,381,20.53,3,1,Semifurnished,Boisar,Vitrified,1,1,1,Residential Apartment
734,,477,62,1,1,Unfurnished,Ghodbunder Road,Vitrified,1,1,1,Residential Apartment
,2850,2000,725,17,1,,Sundervan Complex,Vitrified,5,4,0,Residential Apartment
1710,,1100,430,10,1,Unfurnished,Andheri (West),Vitrified,3,3,0,Residential Apartment
1175,950,700,295,19,1,Unfurnished,Goregaon (East),Marble,3,3,1,Residential Apartment
,1050,750,185,10,,Furnished,Marol,Marble,3,3,0,Residential Apartment
1036,1035,725,70,8,1,Semifurnished,thakurli,Vitrified,2,2,2,Residential Apartment
,375,245,17,2,2,Semifurnished,Morya Nagar,Marble,1,1,2,Residential Apartment
680,679,476,47,5,1,Semifurnished,thakurli,Vitrified,1,1,1,Residential Apartment
,906,,65,4,1,,Sector 20 Kamothe,Vitrified,2,2,2,Residential Apartment
665,664,465,46,12,1,Unfurnished,thakurli,Vitrified,1,1,3,Residential Apartment
,,,30,1,,Unfurnished,Andheri (East),,1,1,1,Independent House/Villa
,320,,17,2,,Unfurnished,Ganesh Nagar,,1,1,0,Other
,,1282,875,19,2,Unfurnished,Khar West,Marble,3,3,2,Residential Apartment
2000,,1706,180,2,,Furnished,Malad (West),Vitrified,4,4,0,Residential Apartment
1104,1050,630,80,7,1,,Ulwe,Vitrified,2,2,3,Residential Apartment
650,600,405,110,5,1,Unfurnished,aka,Vitrified,1,1,1,Residential Apartment
800,735,525,230,,2,Furnished,Vile Parle (East),Marble,1,1,1,Residential Apartment
1100,,680,103,6,1,,kavesar,,2,2,2,Residential Apartment
,,815,199,11,1,Semifurnished,gh Nagar,Vitrified,3,3,3,Residential Apartment
,,345,8,1,,,Baluch Nagar,Marble,1,1,0,Residential Apartment
1200,,,85,4,1,,Sector 19 Kamothe,,3,3,2,Residential Apartment
1203,,,85,12,1,Unfurnished,Sector-8 Ulwe,Vitrified,2,2,3,Residential Apartment
600,510,420,30,2,,Semifurnished,Vasai East,Vitrified,1,1,0,Residential Apartment
1900,1500,,100,8,,,Sector 36 Kamothe,,3,3,1,Residential Apartment
800,700,405,100,1,,Unfurnished,Tilak Nagar,Vitrified,2,1,0,Residential Apartment
,1687,1300,320,2,1,Furnished,Gokuldham,Others,3,3,0,Residential Apartment
580,490,385,23,5,2,Semifurnished,Nalasopara (West),Vitrified,2,1,2,Residential Apartment
1180,1000,710,100,11,1,Unfurnished,Ulwe,Vitrified,2,2,1,Residential Apartment
590,570,450,100,8,1,,Powai,Vitrified,2,1,0,Residential Apartment
624,520,425,85,2,1,,Orlem,Vitrified,2,1,,Residential Apartment
1350,1100,850,165,10,2,Unfurnished,Sector 15 Belapur,Vitrified,2,2,2,Residential Apartment
,,345,8,1,1,,Baluch Nagar,,1,1,0,Other
,420,290,20,5,1,Semifurnished,Nalasopara (West),Vitrified,1,1,1,Other
,,1110,825,10,2,,Waterfield Road,Vitrified,3,3,0,Residential Apartment
,,230,70,3,1,,k Road,,1,1,0,Residential Apartment
1150,1149,727,98.7,24,1,Semifurnished,Kasar vadavali,Vitrified,2,2,1,Residential Apartment
